UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
3fdaa131-018c-4989-bedf-a3893726d956,"train production, passenger, high speed | train, passenger, high speed | EN15804GD, U",C:Manufacturing/30:Manufacture of other transport equipment/302:Manufacture of railway locomotives and rolling stock/3020:Manufacture of railway locomotives and rolling stock,"Train manufacturing data is available from Rozycki (2003) mainly based on (Maibach, 1999). ;References:;Maibach M., Peter D. and Seiler B. (1999) Ökoinventar Transporte: Grundlagen für den ökologischen Vergleich von Transportsystemen und den Einbezug von Transportsystemen in Ökobilanzen. Technischer Schlussbericht. In: Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung (ed. SPP Umwelt M.). 2nd Edition. INFRAS, Zürich;von Rozycki C., Koeser H. and Schwarz H. (2003) Ecology Profile of the German High-speed Rail Passenger Transport System, ICE. In: International Journal of Life Cycle Assessment, 8(2), pp. 83-91.",00.00.000,Sector: Infrastructure & Machinery; Transport,1993-01-01,2023-12-31,Germany,ecoinvent Data Quality System
