UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
4120854a-eed7-4d12-9dac-06f24473eee7,"orbencarb production | orbencarb | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,Orbencarb is a pesticide produced in two steps from diethyl amine:;C4H11N + COS → C5H11NOS;C5H11NOS + C7H6ClBr → C12H16ClNOS + HBr;Precursors that are used for the orbencarb production are carbonyl sulfide (COS) and 2-chloro benzyl bromide (C7H6ClBr).;Carbonyl sulfide (COS) is produced from carbon monoxide and sulfur:;CO + S → COS;2-Chloro benzyl bromide (C7H6ClBr) is produced in two steps from toluene:;C7H8 + Cl2 → C7H7Cl + HCl;C7H7Cl + Br2 → C7H6ClBr + HBr,00.00.000,"ConvertedDataset,Sector: Chemicals; Agriculture & Animal Husbandry",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
