UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
2db60ae9-38c4-4d14-8b22-cc23d49fd3d4,"market for diesel, low-sulfur | diesel, low-sulfur | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,Comment found in the corresponding dataset for Europe without Switzerland in ecoinvent v3.4 (2017): Distribution of petroleum products.,00.00.000,Sector: Fuels,2014-01-01,2023-12-31,Colombia,ecoinvent Data Quality System
