UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
819e20dd-ab70-4ead-ab7a-062ff35796c2,"wood wool production | wood wool | EN15804GD, U","C:Manufacturing/16:Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials/161:Sawmilling and planing of wood/1610:Sawmilling and planing of wood","Technology reflects a medium sized Swiss enterprise from 2000. ;Wood wool is produced mainly from spruce by machines similar to planing machines. The shavings are 0.03 to 0.5 mm thick and usually 2 mm wide. The input wood has to be dry (u<20 30%) and its length usually is around 50 cm.;;Reference:;Kollmann F. F. P., Kuenzi E. W. and Stamm A. J. (1975) Principles of Wood Science and Technology. Springer-Verl., Berlin, Heidelberg, New York. AND Nimz H., Schmitt U., Schwab E., Wittmann O. and Wolf F. (1997) Wood. In:  Ullmann's encyclopedia of indus-trial chemistry (ed. Anonymous). 5th edition on CD-ROM Edition. Wiley & Sons, London.",00.00.000,"ConvertedDataset,Swiss brush-up completed,Sector: Wood",2002-01-01,2023-12-31,Europe,ecoinvent Data Quality System
