UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
06d6cb74-cd8c-4329-8755-509cb57a6016,"capacitor production, tantalum-, for through-hole mounting | capacitor, tantalum-, for through-hole mounting | EN15804GD, U","C:Manufacturing/26:Manufacture of computer, electronic and optical products/261:Manufacture of electronic components and boards/2610:Manufacture of electronic components and boards",average production composed of: formulation; build-up process; cutting; bisquing; Pre-Firing; Firing; Tumbling; Termination (SMT) resp. metallization; slitting; winding; metal spray; heat treatment; sawing; lead welding; epoxy filling (THT),00.00.000,Sector: Electronics,1994-01-01,2023-12-31,Global,ecoinvent Data Quality System
