UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
bf9126b8-4a47-4f92-8feb-f5b44239763e,"treatment of used bicycle | used bicycle | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/383:Materials recovery/3830:Materials recovery",unknown,00.00.000,"Treatment,ConvertedDataset,Sector: Waste Treatment & Recycling; Infrastructure & Machinery",2007-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
