UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
3a81a9ef-8cbd-4c61-b03c-b9312f239572,"tinplate scrap, sorted to generic market for iron scrap, sorted, pressed | iron scrap, sorted, pressed | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/383:Materials recovery/3830:Materials recovery","ecoQuery: https://ecoquery.ecoinvent.org/3.10/cutoff/dataset/23184/documentation

According to Haupt (2018), tinplate mostly enters the recycling without prior detinning. Since the regional process for detinning in Switzerland was unavailable for confidentiality reasons, it was assumed that the full amount of tinplate from processes that produce it gets recycled without prior detinning. This renaming activity therefore converts 'tinplate scrap, sorted' into 'iron scrap, sorted, pressed'.;Literature: Melanie Haupt, Thomas Kägi, Stefanie Hellweg, 2018, Life cycle inventories of waste management processes., Data in Brief, 19, 1441-1457. DOI: 10.1016/j.dib.2018.05.067

The activity starts with tinplate sctap being available to this activity.

The activity ends with 'iron scrap, sorted, pressed' being available for transportation.",00.00.000,Sector: Waste Treatment & Recycling,2012-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
