UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
1529b54e-86d6-42c3-9d76-4413c016a346,"market for electric arc furnace secondary metallurgy slag | electric arc furnace secondary metallurgy slag | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/382:Waste treatment and disposal/3821:Treatment and disposal of non-hazardous waste","Time period based on the range of years of publication from which by product fate data were taken (see worldsteel, 2010).;References:;Worldsteel (2010). Steel industry by-products. World Steel Association: Brussels, Belgium.",00.00.000,Sector: Metals; Waste Treatment & Recycling,2008-01-01,2023-12-31,Europe,ecoinvent Data Quality System
