UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
c6b97f32-5761-47e5-8d85-8249c479b55e,"C3 hydrocarbon production, mixture, petroleum refinery operation | C3 hydrocarbon mixture | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,The technology represents a weighted average of BREF types II and IV refineries; API 35; sulfur content 0.56%,00.00.000,Sector: Fuels; Chemicals,2014-01-01,2023-12-31,Colombia,ecoinvent Data Quality System
