UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
429e2511-8ee2-490f-adf3-63c32f581dd5,"orange production, processing grade | orange, processing grade | EN15804GD, U","A:Agriculture, forestry and fishing/01:Crop and animal production, hunting and related service activities/012:Growing of perennial crops/0123:Growing of citrus fruits",Conventional production,00.00.000,"WFLDB,Sector: Agriculture & Animal Husbandry",2000-01-01,2023-12-31,Brazil,ecoinvent Data Quality System
