UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
b6bd45e5-7e90-4b7d-b3a9-0a9322be16d5,"road maintenance | road maintenance | EN15804GD, U",F:Construction/42:Civil engineering/421:Construction of roads and railways/4210:Construction of roads and railways,"In order to account for the environmental interventions due to road operation and maintenance generic data for the Swiss road infrastructure is employed. The figures presented are based on inventories generated by Maibach et al. (1999). The data is presented for 1 meter of road and 1 year. Different road types have been distinguished; namely motorway (Nationalstrassen) and three different classes (1st class road, 2nd class road and 3rd class road) of the Swiss Road network. For all categories, the expenditures for operation and maintenance are recorded. 1500t of solvent containing paint per year is used on Swiss roads, 25% of which is solvent based. The dataset assumes that all solvent is emitted as NMVOC.;References:;Maibach M., Peter D. and Seiler B. (1999) Ökoinventar Transporte: Grundlagen für den ökologischen Vergleich von Transportsystemen und den Einbezug von Transportsystemen in Ökobilanzen. Technischer Schlussbericht. In: Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung (ed. SPP Umwelt M.). 2nd Edition. ;Stolz J. (2001) Luftschadstoff-Emissionen von Strassenbaustellen. Teil I: PAH und VOC. Nr. 126. Bundesamt für Umwelt, Wald und Landschaft (BUWAL), Bern;BUWAL (1995) Handbuch: Emissionsfaktoren für stationäre Quellen. Bundesamt fuer Umwelt, Wald und Landschaft, Bern;Wresowar M. and Sieghardt M. (2000) Studie über die Auswirkung stickstoffhältiger Auftaumittel. Auswirkungen auf Boden und Bewuchs. Vergleich mit herkömmlichen Auftaumitteln. pdf-file from http://www.magwien.gv.at/ma22/pool/doc/auftaumittel.pdf.;Hüsler W., Willi E., Meier E., Bachmann P. and Brodkowski L. (1989) Verkehrsflächen der Schweiz: Groberhebung. zur Raumplanung. Bundesamt für Raumplanung (BRP), Bern as pdf-File under: N;BfS (2000) Mobilität in der Schweiz. Ergebnisse des Mikrozensus 2000 zum Verkehrsverhalten. Bundesamt für Statistik, Bern;BFE (2003) Gesamte Erzeugung und Abgabe Elektrischer Enegie in der Schweiz. 1991. Bundesamt für Energie, Bern, Online-Version under: http://www.energie-schweiz.ch/.",00.00.000,Sector: Infrastructure & Machinery; Transport,1990-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
