UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
9c26d512-ca09-40d2-9de2-2aa8ec1afed9,"ethylene glycol monoethyl ether production | ethylene glycol monoethyl ether | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","Ethylene glycol monoethyl ether is usually produced by a reaction of ethylene oxide with ethanol.;C2H4O + C2H6O → C4H10O2;;Reference:;Rebsdat, S., Mayer, D.: Ethylene glycol. Published online: 2000. In: Ullmann's Encyclopedia of Industrial Chemistry, Seventh Edition, 2004 Electronic Release (ed. Fiedler E., Grossmann G., Kersebohm D., Weiss G. and Witte C.). 7 th Elec-tronic Release Edition. Wiley InterScience, New York, Online-Version under: http://www.mrw.interscience.wiley.com/emrw/9783527306732/home",00.00.000,"ConvertedDataset,Sector: Chemicals",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
