UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
4d713ec3-68ee-428b-99fa-0bb7236948ce,"natural gas, high pressure, import from QA | natural gas, high pressure | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/352:Manufacture of gas; distribution of gaseous fuels through mains/3520:Manufacture of gas; distribution of gaseous fuels through mains",For gas import from Qatar to the United Arab Emirates.,00.00.000,Sector: Fuels,2021-01-01,2023-12-31,United Arab Emirates,ecoinvent Data Quality System
