UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
97d2940e-754e-4020-8c49-763fe3159b1b,"maintenance, bus | maintenance, bus | EN15804GD, U",G:Wholesale and retail trade; repair of motor vehicles and motorcycles/45:Wholesale and retail trade and repair of motor vehicles and motorcycles/452:Maintenance and repair of motor vehicles/4520:Maintenance and repair of motor vehicles,no technologies are specified,00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Transport",1990-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
