UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
cc1da4a4-65f3-4f1f-9a18-9316101e4219,"battery production, Na-NiCl, rechargeable | battery, NaCl | EN15804GD, U",C:Manufacturing/27:Manufacture of electrical equipment/272:Manufacture of batteries and accumulators/2720:Manufacture of batteries and accumulators,"Technical descriptions of the battery can be found in ;Dustmann C.-H. (2004) Advances in ZEBRA batteries. Journal of Power Sources 127, 85-93.;;Turconi, A. (2007) Developments and Improvements in Zebra Nickel Sodium Chloride Batteries. EVS-23, Dec. 2-5, Anaheim, DE.;;Documentation of materials, resources and recycling in Galloway, R.C. and dustmann, C.-H. (2003) ZEBRA Battery - Material cost, availability and recycling. EVS-20, Nov. 15-19, Long Beach, US.;;A description of the production processes can be found in: Manzoni, R., Metzger, M. and crugnola, G. (2008) ZEBRA energy storage system: from R&D to market. HTE hi.tech.expo, Nov. 25-28, Milan, IT.",00.00.000,Sector: Electronics,2012-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
