UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
b12eea9d-045d-4849-98d4-12db9ffe27bb,"market for sulfate pulp, bleached | sulfate pulp, bleached | EN15804GD, U","C:Manufacturing/17:Manufacture of paper and paper products/170:Manufacture of paper and paper products/1701:Manufacture of pulp, paper and paperboard","Market sulfate pulp is a globally traded commodity, but the major volumes are traded within regional markets. Europe is importing about 20% of ints pulp consumption from outside Europea and exporting over 10% of its production (CEPI, 2016).;;Reference(s): CEPI, 2016, Key Statsitics 2016, European Pulp & Paper Industry, http://www.cepi.org/system/files/public/documents/publications/statistics/2017/KeyStatistics2016_Final.pdf, accessed 19.6.2018",00.00.000,Sector: Pulp & Paper,2017-01-01,2023-12-31,Europe,ecoinvent Data Quality System
