UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
7fbd7a36-244d-4c92-bc96-ecb2839f010e,"boric oxide production | boric oxide | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","Fusion of boric oxide. High-purity B2O3 (99 %) is made by fusing refined boric acid ;;2 H3BO3 → B2O3 + 3 H2O;;;;Of the total world borates the United States produces 62 %, Turkey 29 %, and all other sources 9 %, based on B2O3. World borate consumption in the United States is 30 %, Western Europe 37 %, Japan 5 %, and all other countries 28 %. The European and Japanese borate requirements are served through imports largely from the United States and Turkey. Almost all B2O3 production in Turkey and about one-half the production in the United States is exported. ;Baudis, U., Fichte, R.: Boron and Boron Alloys. Published online: 2000. In: Ullmann's Encyclopedia of Industrial Chemistry, Seventh Edition, 2004 Electronic Release (ed. Fiedler E., Grossmann G., Kersebohm D., Weiss G. and Witte C.). 7 th Electronic Release Edition. Wiley InterScience, New York, Online-Version under: http://www.mrw.interscience.wiley.com/emrw/9783527306732/home",00.00.000,"ConvertedDataset,Sector: Chemicals",2000-01-01,2023-12-31,Global,ecoinvent Data Quality System
