UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
579d6730-9461-431d-943b-d957b8449ee5,"laminated timber element production, for outdoor use | laminated timber element, transversally prestressed, for outdoor use | EN15804GD, U","C:Manufacturing/16:Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials/162:Manufacture of products of wood, cork, straw and plaiting materials/1621:Manufacture of veneer sheets and wood-based panels","Technology reflects the technology of a German medium enterprise in 1995.; ;Laterally pre-stressed laminated timber plates are preferably used for parts that bear medium to heavy loads, e.g. as building material for houses.Screwed laminated timber plates consist of a horizontal stack of single boards which are aligned on end and joined together using different techniques. Depending on the direction of loading and/or installation in reference to their plain, these construction parts serve as load bearing or non load bearing plates or panels. Most frequently, laminated timber plates are used for walls, roofs, ceilings and bridge decks. ;;Laminated wood is made mostly from spruce, which is the easiest wood to process and fulfils the specific requirements of strength and durability.;Reference:;Kollmann F. F. P., Kuenzi E. W. and Stamm A. J. (1975) Principles of Wood Science and Technology. Springer-Verl., Berlin, Heidelberg, New York. AND Nimz H., Schmitt U., Schwab E., Wittmann O. and Wolf F. (1997) Wood. In:  Ullmann's encyclopedia of indus-trial chemistry (ed. Anonymous). 5th edition on CD-ROM Edition. Wiley & Sons, London.",00.00.000,"ConvertedDataset,Sector: Wood",1986-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
