UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
0ada9784-0ef1-4a30-8e99-dafc604f1bab,"mecoprop production | mecoprop | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,Mecoprop is a pesticide produced in three steps from phenol: ;C6H6O + CH4O → C7H8O + H2O;C7H8O + Cl2 → C7H7ClO + HCl;C7H7ClO + C3H5ClO2 → C10H14ClO3 + HCl;A precursor that is used for the mecoprop production is 2-chloro-propionic acid (C3H5ClO2).;2-Chloro-propionic acid (C3H5ClO2) is produced from propionic acid and chlorine: ;C3H6O2 + Cl2 → C3H5ClO2 + HCl,00.00.000,"ConvertedDataset,Sector: Chemicals; Agriculture & Animal Husbandry",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
