UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
0487d45a-5213-4383-b820-4d9df176e07c,"sulfur production, petroleum refinery operation | sulfur | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,The technology represents BREF type II refinery; API 25; sulfur content 0.51%,00.00.000,Sector: Chemicals; Fuels,2014-01-01,2023-12-31,Peru,ecoinvent Data Quality System
