UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
0e5ef5c1-c0d3-4375-9dfe-e124f22bb555,"nuclear power plant construction, pressure water reactor 650MW | nuclear power plant, pressure water reactor, 650MW | EN15804GD, U",F:Construction/42:Civil engineering/422:Construction of utility projects/4220:Construction of utility projects,"Data refer to Gentilly-2 nuclear power plant, the only nuclear facility in Quebec. The Gentilly-2 CANDU pressurized heavy water reactor (PHWR) has a gross output of 675 MWe.;The nuclear plant includes as main components:;-CANDU reactor;-Moderator system;-Heat transport system;-Turbine generator system;-Reactor regulator system;-Management systems (water, heavy water, liquid wastes, gas effluents);-Spent fuel stockage;-Solid radioactive wastes stockage;-Energy systems (auxiliary system, batteries, etc.);-Buildings",00.00.000,Sector: Infrastructure & Machinery; Electricity,1982-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
