UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
9fedd229-7d31-4961-a38f-2c15f5c57b9a,"coke production | sulfur | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/191:Manufacture of coke oven products/1910:Manufacture of coke oven products,"This dataset was built as a weighted average of regional datasets of the same activityName.  Weights are based on production volumes.;CN, wet quenching: weight = 73.92 %;CN, dry quenching: weight = 22.08 %;US: weight = 2.277 %;DE: weight = 1.717 %",00.00.000,Sector: Fuels,1980-01-01,2024-12-31,Rest-of-World,ecoinvent Data Quality System
