UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
c2830ffd-d8ca-4bd9-baca-e2083367800b,"debarking, softwood, in forest | sawlog and veneer log, softwood, debarked, measured as solid wood | EN15804GD, U","A:Agriculture, forestry and fishing/02:Forestry and logging/022:Logging/0220:Logging","The process refers to a tractor driven process, i.e. a mechanical and mobile debarking process. Softwood is usually debarked in the forest with movable disbarkers. ;;The amount of bark, based on the total volume of the stem with bark is about 8 to 15% for spruce (Kollmann et al., 1975 and Sell, 1997).;References:;Kollmann F. F. P., Kuenzi E. W. and Stamm A. J. (1975) Principles of Wood Science and Technology. Springer-Verl., Berlin, Heidelberg, New York.;;Sell J. (1997) Eigenschaften und Kenngrössen von Holzarten. 4. überarbeitete und erweiterte Aufl. Edition. Lig-num, Baufachverl. AG Zürich, Dietikon.",00.00.000,"ConvertedDataset,Sector: Forestry; Wood",1994-01-01,2023-12-31,Europe,ecoinvent Data Quality System
