UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
b0c54b34-1fda-453d-a45b-77fbfd78ea27,"oil power plant construction, 500MW | oil power plant, 500MW | EN15804GD, U",F:Construction/42:Civil engineering/422:Construction of utility projects/4220:Construction of utility projects,"Material split derived from a 800Mw plant in the US with electrostatic particle filter, desulphurisation unit, effluent treatment, sludge dewatering and waste management.",00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Electricity",1983-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
