UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
560882b5-721a-4e67-acbd-2839a999e9b2,"tram track construction | tram track | EN15804GD, U",F:Construction/42:Civil engineering/421:Construction of roads and railways/4210:Construction of roads and railways,"The module track construction and renewal accounts for double track concrete stretch (width = 6.5m) and a bitumen layer of 3 cm on top Maibach et al. (1999). In addition, steel expenditures for railway tracks and bracing are included. Alternative constructions of tram-infrastructure (e.g. green stretches) are not accounted for. The life span is estimated at 15 years. The inventory of the energy use and combustion emissions for operation and maintenance of tram infrastructure is limited to the energy consumption for signals (79.5 kWh/m*a) and land use. For the operation of signals a electricity consumption of 79.5 kWh/m*a is accounted for Maibach et al. (1999). ;;References:;Maibach M., Peter D. and Seiler B. (1999) Ökoinventar Transporte: Grundlagen für den ökologischen Vergleich von Transportsystemen und den Einbezug von Transportsystemen in Ökobilanzen. Technischer Schlussbericht. In: Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung (ed. SPP Umwelt M.). 2nd Edition. ;Maibach M., Peter D. and Seiler B. (1999) Ökoinventar Transporte: Grundlagen für den ökologischen Vergleich von Transportsystemen und den Einbezug von Transportsystemen in Ökobilanzen. Technischer Schlussbericht. In: Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung (ed. SPP Umwelt M.). 2nd Edition. ",00.00.000,Sector: Infrastructure & Machinery; Transport,1990-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
