UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
5c47a110-792b-4a78-be43-aa873559242e,"benzal chloride production | benzal chloride | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","Benzal chloride is produced by the side-chain chlorination of  toluene.;Reference:;Rossberg, M., Lendle, W., Pfleiderer, G., Tögel, A., Dreher, E.-L., Langer, E., Rassaerts, H., Kleinschmidt, P., Strack, H., Cook, R., Beck, B., Lipper, K.-A., Torkelson, T., Löser, E., Beutel, K.: Chlorinated Hydrocarbons. In: Ullmann's Encyclopedia of Industrial Chemistry, Seventh Edition, 2004 Electronic Release (ed. Fiedler E., Grossmann 	G., Kersebohm D., Weiss G. and Witte C.). 7 th Electronic Release Edition. Wiley InterScience, New York, Online-Version under: http://www.mrw.interscience.wiley.com/ueic/articles/",00.00.000,"ConvertedDataset,Sector: Chemicals",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
