UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8d52309e-d3e2-42d1-b180-b3f782c606bc,"water works construction, capacity 1.1E10l/year, conventional treatment | water works, capacity 1.1E10l/year | EN15804GD, U",F:Construction/42:Civil engineering/422:Construction of utility projects/4220:Construction of utility projects,Municipal water treatment by conventional treatment with biological filtration.,00.00.000,Sector: Infrastructure & Machinery; Water Supply,2009-01-01,2023-12-31,Europe without Switzerland,ecoinvent Data Quality System
