UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
b9ba6482-fca9-412b-bd32-b2b296291a14,"smelting of copper concentrate, sulfide ore | copper, anode | EN15804GD, U",C:Manufacturing/24:Manufacture of basic metals/242:Manufacture of basic precious and other non-ferrous metals/2420:Manufacture of basic precious and other non-ferrous metals,"Based on the mix of smelter types in operation nationally in 2002; assumed here to represent the current smelter technology mix: Reverberatory furnace, 6.8%; Isasmelt–Peirce–Smith furnace, 46.6%; Noranda–Teniente furnace, 32.2%; and flash smelting, 14.5%.",00.00.000,Sector: Metals,1994-01-01,2023-12-31,China,ecoinvent Data Quality System
