UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8cb4dc45-9891-4141-80f9-45f414af256f,"market for electricity, medium voltage | electricity, medium voltage | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/351:Electric power generation, transmission and distribution/3510:Electric power generation, transmission and distribution","Average technology used to transmit and distribute electricity. Includes underground and overhead lines. Electricity production according to related technology datasets.;Definition of the voltage levels (according to Hydro-Quebec):;- High voltage level above 35 kV (large scale industry);- Medium voltage level nominal voltage between phases is 750 V- 34.5 kV (medium to small scale industry, service sector;- Low voltage level below 750 V (Households);- Low voltage level below 1 kV (Households)",00.00.000,Sector: Electricity,2021-01-01,2023-12-31,"Canada, Québec",ecoinvent Data Quality System
