UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
05fe5cf5-4ab6-4633-aea2-0b4a04167e27,"treatment of used silencer, steel, DN 125 | used silencer steel, DN 125 | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/383:Materials recovery/3830:Materials recovery","Disposal to a sorting plant assumed. Metal pieces and copper in cables and electronic devices are recycled, plastic parts are incinerated, inert wastes (e.g. rock wool) are landfilled.",00.00.000,"ConvertedDataset,Treatment,Sector: Waste Treatment & Recycling; Metals",2000-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
