UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
aad87501-f970-45b6-96e8-1f426c25868e,"1-methoxy-2-propanol production | 1-methoxy-2-propanol | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","This dataset represents the production of 1 kg of 1-methoxy-2-propanol from propylene oxide and methanol at a pressure of 26 bar and a temperature ranging from 95 to 180°C. The reaction is catalysed homogeneously in a closed system. The reaction product is  separated in several distillation steps. The desired product (99.5% of reaction product), 1-methoxy-2-propanol, is recovered in the second distillation column. 1-Methoxy-2-propanol has two enantiomers, this dataset describes the application of a racemic mixture.;Chemical reaction:;C3H6O + CH4O --> C4H10O2;Reference(s):;Bosen S. F., Bowles W. A., Ford E. A., Perlson B. D., (2005). Antifreezes, in Ullmanns Encyclopedia of Industrial Chemistry, Weinheim, Wiley-VCH.",00.00.000,Sector: Chemicals,2020-01-01,2023-12-31,Global,ecoinvent Data Quality System
