UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
5c908ffc-1d6d-4002-899b-2c29ca6f3e19,"hexamethyldisilazane production, amination of chlorosilane | ammonium chloride | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","Chlorosilane amination is the most important process to produce hexamethyldisilazane. Many chlorosilanes react with ammonia to give not stable, simple silylamines SiNH2, but disubstitution products with the SiNHSi building block. The exothermic reaction can be carried out in solvents such as hexane, toluene, or isododecane, but is best performed in warm HMDS itself. The latter variant leads to the formation of coarse-grained ammonium chloride, which can be readily stirred and filtered and gives better turnover and yield. The suggestion has been made that the salt be separated by treatment with water. ;A continuous process for the production of HMDS consisting of the concurrent actions of continuously introducing predetermined quantities per time unit of trimethylchlorosilane and gaseous ammonia to form a mixture of HMDS and ammonium chloride in a first reactor while simultaneously subjecting said mixture to continuous high shear agitation, for a time period related to the volume of the reactor and the quantities of trimethylchlorosilane and ammonia introduced, to form a slurry; and simultaneously separating the ammonium chloride from said slurry to provide a solution principally comprising HMDS, while continuing to introduce a continuous flow of further quantities of trimethylchlorosilane and ammonia as the HMDS is removed. ;;Rösch, L., John, P., Reitmeier, R.: Silicon Compounds, Organic. Published online: 2000. In: Ullmann's Encyclopedia of Industrial Chemistry, Seventh Edition, 2004 Electronic Release (ed. Fiedler E., Grossmann G., Kersebohm D., Weiss G. and Witte C.). 7 th Electronic Release Edition. Wiley InterScience, New York, Online-Version under: http://www.mrw.interscience.wiley.com/emrw/9783527306732/home",00.00.000,"ConvertedDataset,Sector: Chemicals",2000-01-01,2023-12-31,Global,ecoinvent Data Quality System
