UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
22532c70-c28a-4a4d-8d4a-48118ffbf8ac,"furnace production, wood chips, average storage area, 1000kW | furnace, wood chips, average storage area, 1000kW | EN15804GD, U","C:Manufacturing/28:Manufacture of machinery and equipment n.e.c./281:Manufacture of general-purpose machinery/2815:Manufacture of ovens, furnaces and furnace burners",Boiler of average technology available on market.,00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Heat",2000-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
