UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
55e11a44-d005-4b51-81c6-feae8a904d22,"thermal storage system construction, solar tower power plant, 20 MW | used nitrate salts, for solar power application | EN15804GD, U",F:Construction/42:Civil engineering/422:Construction of utility projects/4220:Construction of utility projects,"Cold Salt Storage Tank (vertical cylindrical tank, self supporting roof, atmospheric pressure 135 ft diameter x 40 ft height, ASTM A 516, grade 70, carbon steel.  1050000lb approx weight, includes internal salt distribution piping;;;Hot Salt Storage Tank (vertical cylindrical tank, self supporting roof, atmospheric pressure 141 ft diameter x 40 ft height, ASTM A 240, type 347, stainless steel.  1140000lb approx weight, includes internal salt distribution piping",00.00.000,"Concentrated Solar Power,CSP,Sector: Infrastructure & Machinery; Electricity",2010-01-01,2023-01-01,Rest-of-World,ecoinvent Data Quality System
