UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
7f59fcbc-02d1-4d3a-bfec-bb054e9c2792,"boron trifluoride production | boron trifluoride | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","The technology considered for the production of boron trifluoride in this dataset is by the reaction of HF (hydrofluoric acid) and H3BO3 (boric acid), using oleum as a dehydrating agent.;;;Brotherton, R..: Boron Compounds. Published online: 2000. In: Ullmann's Ency-clopedia of Industrial Chemistry, Seventh Edition, 2004 Electronic Release (ed. Fiedler E., Grossmann G., Kersebohm D., Weiss G. and Witte C.). 7 th Electronic Release Edition. Wiley InterScience, New York, Online-Version under: http://www.mrw.interscience.wiley.com/emrw/9783527306732/home",00.00.000,"ConvertedDataset,Sector: Chemicals",2000-01-01,2023-12-31,Global,ecoinvent Data Quality System
