UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
bdbc805d-f741-4fb7-b768-c93c7789b27c,"benzimidazole-compound production | benzimidazole-compound | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,"Benzimidazoles are fungicidal compounds with a benzimidazole group produced by reacting ortho-phenylene diamine with a carboxylic group or a nitrile.;This dataset was calculated from the arithmetic mean of all inputs and outputs of the production of carbendazim and ethofumesate.;Carbendazim is produced in four steps from ammonium thiocyanate:;CH4N2S → CH4N2S;2 CH4N2S + C2H6O4S → C4H14N4O4S3;C4H14N4O4S3 + 2 C2H3ClO2 + 2 NaOH → 2 C4H8N2O2S + Na2SO4 + 2 H2O + 2 HCl;C4H8N2O2S + C6H8N2 → C9H9N3O2 + CH4S + NH3;Precursors that are used for the carbendazim production are methyl chloroformate (C2H3ClO2) and o-phenyl diamine (C6H8N2).;Methyl chloroformate (C2H3ClO2) is produced from methanol and phosgene:;CH4O + CCl2O → C2H3ClO2 + HCl;o-Phenyl diamine (C6H8N2) is produced in three steps from chlorobenzene:;C6H5Cl + HNO3 → C6H4ClNO2 + H2O;C6H4ClNO2 + NH3 → C6H6N2O2 + HCl;C6H6N2O2 + 3 H2 → C6H8N2 + 2 H2O;Ethofumesate is produced in four steps from aniline:;C6H7N + MnO2 + H2SO4 → C6H4O2 + MnSO4 + H2 + NH3;C6H4O2 + C4H8O → C10H12O3;C10H12O3 + C2H6O → C12H16O3 + H2O;C12H16O3 + CH3ClSO2 → C13H18O5S + HCl;Precursors that are used for the ethofumesate production are isobutyraldehyde (C4H8O), methane sulfonyl chloride (CH3ClSO2), and thionyl chloride (SOCl2).;Isobutyraldehyde (C4H8O) is produced from propylene:;C3H6 + CO + H2 → C4H8O;Methane sulfonyl chloride (CH3ClSO2) is produced in three steps from methane:;CH4 + SO3 → CH4SO3;CH4SO3 + SOCl2 → CH3ClSO2 + SO2 + HCl;Thionyl chloride (SOCl2) is produced in two steps from sulphur:;S + Cl2 → SCl2;SCl2 + SO2 + Cl2 → 2 SOCl2",00.00.000,Sector: Chemicals; Agriculture & Animal Husbandry,2000-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
