UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
45e6d166-b8e3-48ee-9503-61e6924d2ffe,"capacitor production, for surface-mounting | capacitor, for surface-mounting | EN15804GD, U","C:Manufacturing/26:Manufacture of computer, electronic and optical products/261:Manufacture of electronic components and boards/2610:Manufacture of electronic components and boards",average production composed of: formulation; build-up process; cutting; bisquing; Pre-Firing; Firing; Tumbling; Termination (SMT) resp. metallization; slitting; winding; metal spray; heat treatment; sawing; lead welding; epoxy filling (THT),00.00.000,Sector: Electronics,1994-01-01,2023-12-31,Global,ecoinvent Data Quality System
