UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
7cee5c4e-3636-4b45-a075-893b0ada9a72,"uranium production, centrifuge, enriched 4.2% | uranium, enriched 4.2%, per separative work unit | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","Current technology for uranium enrichment with centrifuge process. There exist datasets for five different enrichment grades: 3.0%, 3.8%, 3.9%, 4.2% and 4.0%",00.00.000,"ConvertedDataset,Sector: Chemicals; Fuels",1993-01-01,2023-12-31,Netherlands,ecoinvent Data Quality System
