UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
bd0bef80-cbce-4ec7-be3f-d9fc43e1e99a,"heat and power co-generation, wood chips, 6667 kW | electricity, high voltage | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/353:Steam and air conditioning supply/3530:Steam and air conditioning supply",Electric efficiency: 0.15; Thermal efficiency: 0.45; ;Total efficiency: 0.6,00.00.000,"wood power,with true value,Sector: Heat; Electricity",2010-01-01,2023-12-31,Estonia,ecoinvent Data Quality System
