UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
823b8b9b-cd41-4329-924c-4419223b84e8,"light olefins production, from methanol-to-olefins conversion, ethylene-to-propylene ratio of 0.67 | liquefied petroleum gas | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","In this dataset, the catalytic conversion of methanol to light olefins originates from  the work by Lv et al. (2021) that was, in turn, based on the environmental impact assessment report for a joint venture between China Power Investment Corporation and Total, Ltd., in Inner Mongolia Autonomous Region, China.;In the methanol-to-olefins process, the methanol feedstock is first dehydrated to dimethyl ether (DME), and DME, in turn, dehydrates further to yield ethylene, propylene, and smaller amounts of butenes. Hence, the conversion of methanol into olefins covers the following reaction steps:;1) Dehydration of methanol to DME: ;2 CH3OH <--> CH3OCH3 + H2O;2) Production of light olefins through DME dehydration:;CH3OCH3 --> C2H4 + H2O;CH3OCH3 --> 2/3 C3H6 + H2O;CH3OCH3 --> 2/4 C4H8 + H2O;Other reactions take place simultaneously, which give yield to methane, ethane, C5 hydrocarbons, hydrogen, coke, and CO2. At the same time, additional steps to upgrade the C4-C5 fractions could enhance the yield towards propylene.;This inventory covers the production of propylene, ethylene, LPG, C5s, and gasoline, along with the consumption of energy and auxiliary materials and services. The data is based on an existing project for the coal-to-olefins production process. Namely, the plant, which this inventory represents, is located in the Inner Mongolia Autonomous Region of China and was built in 2016. This plant has an annual olefin output of 800 000 t,;References:;2021, Lin Lv, Guobao Song, Xinyue Zhao, Jingwen Chen, Environmental Burdens of China’s Propylene manufacturing: Comparative life-cycle assessment and scenario analysis, Science of the Total Environment, 799;Bertau, M., Offermanns, H., Plass, L., Schmidt, F., & Wernicke, H. J. (Eds.). (2014). Methanol: the basic chemical and energy feedstock of the future (Vol. 1). Heidelberg: Springer.",00.00.000,"combined production,Sector: Chemicals",2021-01-01,2023-12-31,China,ecoinvent Data Quality System
