UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
4bad1081-a0f9-45f4-ab75-86c1f6d61483,"atrazine production | atrazine | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,Atrazine is a pesticide produced from cyanuric chloride by sequential treatment with ethylamine (C2H7N) and isopropylamine (C3H9N):;;C3Cl3N3 + C2H7N → C5H6Cl2N4 + HCl;C5H6Cl2N4 + C3H9N → C8H14ClN5 + HCl;;Ethylamine (C2H7N) is produced from ethanol and ammonia: ;C2H6O + NH3 → C2H7N + H2O;Isopropylamine (C3H9N) is produced from isopropanol and ammonia:;C3H8O + NH3 → C3H9N + H2O,00.00.000,Sector: Chemicals; Agriculture & Animal Husbandry,2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
