UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
2a846cc4-9421-400e-9dac-1acc56547e51,"laterite quarry operation | laterite, mineral | EN15804GD, U","B:Mining and quarrying/08:Other mining and quarrying/081:Quarrying of stone, sand and clay/0810:Quarrying of stone, sand and clay",Open Cast Mining,00.00.000,Sector: Resource Extraction; Minerals; Cement & Concrete,2014-05-01,2023-12-31,India,ecoinvent Data Quality System
