UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
6ee11e0e-d4b6-4ac2-b732-a19552390dcb,"cabbage white production | cabbage white | EN15804GD, U","A:Agriculture, forestry and fishing/01:Crop and animal production, hunting and related service activities/011:Growing of non-perennial crops/0113:Growing of vegetables and melons, roots and tubers",Cultivation of White Cabbage follows conventional production standards,00.00.000,Sector: Agriculture & Animal Husbandry,2015-01-01,2023-12-31,"India, Uttar Pradesh",ecoinvent Data Quality System
