UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8e00500a-4f94-4285-a4b8-ee2c32a933d4,"C3 hydrocarbon production, mixture, petroleum refinery operation | C3 hydrocarbon mixture | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,The technology represents a weighted average of BREF types II and IV refineries; API 35; sulfur content 1.39%,00.00.000,Sector: Fuels; Chemicals,2014-01-01,2023-12-31,India,ecoinvent Data Quality System
