UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
89cedacb-3554-4137-8bc5-f88f8efe472b,"market for ferrous metal, in mixed metal scrap | ferrous metal, in mixed metal scrap | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/383:Materials recovery/3830:Materials recovery",Average transport requirements to deliver the product to sorting facilities within Switzerland.,00.00.000,Sector: Waste Treatment & Recycling,2012-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
