UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
c29d62bf-a1b1-41d1-8fbc-50c5c7fcb8dc,"electricity production, solar thermal parabolic trough, 50 MW | electricity, high voltage | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/351:Electric power generation, transmission and distribution/3510:Electric power generation, transmission and distribution"," - 50 MW solar thermal parabolic power plant; - Dataset modelled for the location ""Upington, South Africa"", Direct Normal Irradiance: 2719 kWh/m2a; - Air cooling; - collector field area: 600'000 m2; - thermal heat storage capacity: 1100 MWhth / ca. 6 hours ;- hot and cold two stage nitrate salt thermal storage system;-  full load hours: 5379 hours/year; - steam mass flow rate: 105 kg/s; ",00.00.000,"CSP,Concentrated Solar Power,Sector: Electricity",2010-01-01,2023-01-01,Rest-of-World,ecoinvent Data Quality System
