UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
2608f1af-fc18-456b-9741-70fa2197d4a9,"ethylene glycols production, thermal hydrolysis of ethylene oxide | diethylene glycol | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","This dataset was extrapolated from the European dataset (IFEU/PlasticsEurope, 2021).;Thermal hydrolysis of ethylene oxide accounts for all of the ethylene glycols manufactured in the EU. ;This route involves the following sequence of process steps: ; reaction of ethylene oxide with a significant stoichiometric excess of water at a temperature of 120–250 °C and a pressure above 10–40 bar;; separation by distillation (and subsequent recycling) of the water from the ethylene glycols mixture;; separation by distillation of the mono-, di-, tri- and polyethylene glycols, employing progressively higher levels of vacuum.;;;;C2H4O + H2O --> C2H6O2 (1);C2H6O2 + C2H4O --> C4H10O3 (2);;;C4H10O3 + C2H4O --> C6H14O4 (3);;;;(1) production of MEG from EO and water;;;(2) production of DEG from EO and MEG;;;(3) production of TEG from EO and DEG;;;;Since about 40 % of the EO production in Europe and about 70 % of the worldwide EO production is converted into ethylene glycols, EO and ethylene glycols are mostly produced together at integrated plants.;It is assumed that waste heat is dissipated.;References:;IFEU/PlasticsEurope (2021): Eco-profile of Steam Cracker Products: Ethylene, Propylene, Butadiene, Pyrolysis Gasoline, Ethylene Oxide (EO), Ethylene Glycols (MEG, DEG, TEG);Falcke H.; Holbrook S.; Clenahan I.; Lopez Carretero A.; Sanalan T.; Brinkmann T.; Roth J.; Zerger B.; Roudier S.; Delgado Sancho L. (2017): Best Available Techniques (BAT) Reference Document for the Production of Large Volume Organic Chemicals, JRC Science for Policy Report.",00.00.000,"combined production,Sector: Chemicals",2019-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
