UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
692bfc1f-c655-4061-a6c8-293a7b69cf60,"chromium steel milling, large parts | chromium steel removed by milling, large parts | EN15804GD, U","C:Manufacturing/25:Manufacture of fabricated metal products, except machinery and equipment/259:Manufacture of other fabricated metal products; metalworking service activit/2592:Treatment and coating of metals; machining",Average technology,00.00.000,"ConvertedDataset,Sector: Metals",2006-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
