UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
49d75fde-909f-45d8-afff-61ee9f466144,"biogas purification to biomethane by pressure swing adsorption | biomethane, high pressure | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/352:Manufacture of gas; distribution of gaseous fuels through mains/3520:Manufacture of gas; distribution of gaseous fuels through mains",Pressure Switch Adsorption (PSA),00.00.000,"ConvertedDataset,Sector: Fuels; Chemicals",2018-01-01,2023-12-31,Switzerland,ecoinvent Data Quality System
