UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8da78372-9349-49fe-a51e-64252fa7e20d,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014 | electricity, high voltage | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/353:Steam and air conditioning supply/3530:Steam and air conditioning supply",Electric efficiency: 0.15; Thermal efficiency: 0.45; ;Total efficiency: 0.6,00.00.000,"consequential database version only,wood power,with true value,marginal,Sector: Heat; Electricity",2010-01-01,2023-12-31,Chile,ecoinvent Data Quality System
