UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
cfff5c5a-5077-4f32-96a4-84eacd11d355,"clinker production | biowaste | EN15804GD, U","C:Manufacturing/23:Manufacture of other non-metallic mineral products/239:Manufacture of non-metallic mineral products n.e.c./2394:Manufacture of cement, lime and plaster","Current technology for clinker production in Tunisian dry kilns, considering various fuel types.;In Tunisia, cement plants use dry kilns with preheater and precalciner, being a total of nine cement plants (eight gray clinker and one white clinker) (dry). This dataset represents data for gray clinker from one cement manufacturer. Regarding fuel types, 88,1% are fossil fuels (petroleum coke), 11% biomass (olive poumace) and 0,9% natural gas (data from 2019).;Sources: ;;Single Market Profile: TUNISIA 2022. ;Institut National de la Statistique. Statistiques Tunisie. BULLETIN MENSUEL DES STATISTIQUES. Janvier 2020",00.00.000,"combined production,Sector: Cement & Concrete",2019-01-01,2023-12-31,Tunisia,ecoinvent Data Quality System
