UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
4f490653-e813-4a93-9e54-07f9371bd24e,"napropamide production | napropamide | EN15804GD, U",C:Manufacturing/20:Manufacture of chemicals and chemical products/202:Manufacture of other chemical products/2021:Manufacture of pesticides and other agrochemical products,Napropamide is a pesticide produced in five steps from ethylene:;C2H4 + CO + H2O → C3H6O2;C3H6O2 + Br2 → C3H5BrO2 + HBr;C3H5BrO2 + SOCl2 → C3H4BrClO + SO2 + HCl;C3H4BrClO + C4H11N → C7H14NBrO + HCl;C7H14NBrO + C10H8O → C17H21NO2 + HBr;Precursors that are used for the napropamide production are -naphthol (C10H8O3S) and thionyl chloride (SOCl2).;-Naphthol (C10H8O3S) is produced in two steps from naphthalene:;C10H8 + H2SO4 → C10H8O3S + H2O;C10H8O3S + 2 NaOH → C10H8O + Na2SO4 + H2O;Thionyl chloride (SOCl2) is produced in two steps from sulphur:;S + Cl2 → SCl2;SCl2 + SO2 + Cl2 → 2 SOCl2,00.00.000,"ConvertedDataset,Sector: Chemicals; Agriculture & Animal Husbandry",2000-01-01,2023-12-31,Europe,ecoinvent Data Quality System
