UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
1d18b0e7-0da3-4de7-bb16-989032d49bdb,"capacitor production, electrolyte type, < 2cm height | capacitor, electrolyte type, < 2cm height | EN15804GD, U","C:Manufacturing/26:Manufacture of computer, electronic and optical products/261:Manufacture of electronic components and boards/2610:Manufacture of electronic components and boards",average production composed of: formulation; build-up process; cutting; bisquing; Pre-Firing; Firing; Tumbling; Termination (SMT) resp. metallization; slitting; winding; metal spray; heat treatment; sawing; lead welding; epoxy filling (THT),00.00.000,Sector: Electronics,1994-01-01,2023-12-31,Global,ecoinvent Data Quality System
