UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
a436118d-7920-4774-9622-9744b21ede82,"barge tanker production | barge tanker | EN15804GD, U",C:Manufacturing/30:Manufacture of other transport equipment/301:Building of ships and boats/3011:Building of ships and floating structures,"The data is derived from an assessment of one barge, with a load capacity of 2800t Bialonski (1990; Engelkamp (1993) as quoted in Maibach et al. (1999). This data was adjusted to model a barge tanker, representing the current average total capacity for  a barge tanker (1200 t/vessel). For manufacturing, electricity and heavy oil burned in industrial furnace are included. Energy consumption in manufacturing was estimated as 50% of the cumulative energy of the used materials. The split of energies is 10% electricity and 90% heavy fuel oil Frischknecht et al. (1996). In this project waste treatment processes for non metal components of vessels are accounted for. For inland waterways vessels we assume that they are painted 10 times in their entire life span.;References:;Bialonski W. (1990) Spezifischer Energieeinsatz im Verkehr – Ermittlung und Vergleich der spezifischen Energieverbräuche. Forschungsbericht FE Nr. 90 247/88, im Auftrag des Bundesministers für Verkehr (ausgeführt am Verkehrswissenschaftlichen Institut der Rheinisch-Westfälischen Technischen Hochschule Aachen), Bonn;Engelkamp P. (1993) Stellungnahme des Europäischen Entwicklungszent-rums für die Binnenschifffahrt e.V. Duisburg zum Fragenkatalog für die öffentliche Anhörung der Enquete Komission "" Schutz des Menschen und der Umwelt"". Enquete Komission zum Thema ""Mobilität - Darstellung, Bewertung und Optimierung von Stoffströmen., Bonn;Maibach M., Peter D. and Seiler B. (1999) Ökoinventar Transporte: Grundlagen für den ökologischen Vergleich von Transportsystemen und den Einbezug von Transportsystemen in Ökobilanzen. Technischer Schlussbericht. In: Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung (ed. SPP Umwelt M.). 2nd Edition. INFRAS, Zürich;Frischknecht R., Bollens U., Bosshart S., Ciot M., Ciseri L., Doka G., Dones R., Gantner U. and Hischier R. (1996) Ökoinventare von Energie-systemen: Grundlagen für den ökologischen Vergleich von Energiesyste-men und den Einbezug von Energiesystemen in Ökobilanzen für die Schweiz. Auflage No. 3. Gruppe Energie - Stoffe - Umwelt (ESU), Eid-genössische Technische Hochschule Zuerich und Sektion Ganzheitliche Systemanalysen, Paul Scherrer Institut, Villigen, Bundesamt für Energie (Hrsg.), Bern",00.00.000,"ConvertedDataset,Sector: Infrastructure & Machinery; Transport",1993-01-01,2023-12-31,Europe,ecoinvent Data Quality System
