UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
05927128-f4fb-49ec-9eb3-e48d03d2d3b2,"kerosene production, petroleum refinery operation | kerosene | EN15804GD, U",C:Manufacturing/19:Manufacture of coke and refined petroleum products/192:Manufacture of refined petroleum products/1920:Manufacture of refined petroleum products,"This dataset represents the prevailing technology level in Europe, this is a weighted average of BREF complexity types II (62%), III (29%), IV (9%) refineries (see BREF document, European Commission, 2015); API 35; sulfur content 1.03%.;Reference(s):;European Commission (2015) Best Available Techniques (BAT) Reference Document (BREF) for the Refining of Mineral Oil and Gas, Industrial Emissions Directive 2010/75/EU Integrated Pollution Prevention and control, accessible online at http://eippcb.jrc.ec.europa.eu/reference/BREF/REF_BREF_2015.pdf, February 2019",00.00.000,Sector: Fuels,2014-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
