UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
836106ef-25db-4115-9771-676b5ee2df87,"electricity production, solar tower power plant, 20 MW | electricity, high voltage | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/351:Electric power generation, transmission and distribution/3510:Electric power generation, transmission and distribution"," - 20 MW solar tower power plant; - Dataset modelled for the location ""Upington, South Africa"", Direct Normal Irradiance: 2719 kWh/m2a; - Air cooling; - collector field area: 215'520 m2; - thermal heat storage capacity: 440 MWhth ;- hot and cold two stage nitrate salt thermal storage system ;- steam mass flow rate: 37 kg/s; ",00.00.000,"Concentrated Solar Power,CSP,Sector: Electricity",2010-01-01,2023-01-01,South Africa,ecoinvent Data Quality System
