UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
6ef0dda8-84a7-4f9c-a77d-886a4ae3f12c,"market for leachate, SLF, waste paperboard | leachate, SLF, waste paperboard | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/37:Sewerage/370:Sewerage/3700:Sewerage","The dataset supplies a disposal mix (technology mix) of 'leachate, SLF, waste paperboard' to the respective waste producing activities.",00.00.000,"ConvertedDataset,Sector: Waste Treatment & Recycling",2010-01-01,2023-12-31,Rest-of-World,ecoinvent Data Quality System
