UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
f3bebd8b-f82a-4164-805f-cdf2fb25fef6,"board, softwood, raw, kiln drying to u=10% | sawnwood, board, softwood, raw, dried (u=10%) | EN15804GD, U","C:Manufacturing/16:Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials/161:Sawmilling and planing of wood/1610:Sawmilling and planing of wood",Represents average Swiss conditions assumed to be represenative for Europe,00.00.000,"Swiss brush-up completed,Sector: Wood",2011-01-01,2023-12-31,Europe without Switzerland,ecoinvent Data Quality System
