UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
bc9de4ae-79f9-4da9-8c41-98663ba95c01,"natural gas, high pressure, import from FR | natural gas, high pressure | EN15804GD, U","D:Electricity, gas, steam and air conditioning supply/35:Electricity, gas, steam and air conditioning supply/352:Manufacture of gas; distribution of gaseous fuels through mains/3520:Manufacture of gas; distribution of gaseous fuels through mains",For gas import from France to the Netherlands.,00.00.000,Sector: Fuels,2021-01-01,2023-12-31,Netherlands,ecoinvent Data Quality System
