UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
ed5304fa-a4a6-46a7-aa28-1777ec588594,"capacitor production, auxilliaries and energy use | capacitor, auxilliaries and energy use | EN15804GD, U","C:Manufacturing/26:Manufacture of computer, electronic and optical products/261:Manufacture of electronic components and boards/2610:Manufacture of electronic components and boards",average production composed of: formulation; build-up process; cutting; bisquing; Pre-Firing; Firing; Tumbling; Termination (SMT) resp. metallization; slitting; winding; metal spray; heat treatment; sawing; lead welding; epoxy filling (THT),00.00.000,Sector: Electronics,1998-01-01,2023-12-31,Global,ecoinvent Data Quality System
