UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
1355d07d-8e9c-4040-9bbe-29889f43eb74,"baling | baling | EN15804GD, U","A:Agriculture, forestry and fishing/01:Crop and animal production, hunting and related service activities/016:Support activities to agriculture and post-harvest crop activities/0163:Post-harvest crop activities","Fuel consumption has been extrapolated to Quebec, but emissions per kg diesel were taken from the original values.",00.00.000,Sector: Agriculture & Animal Husbandry,1991-01-01,2023-12-31,"Canada, Québec",ecoinvent Data Quality System
