UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
9cdca8c0-8691-49ac-ac37-5da822037826,"sodium silicate production, furnace process, solid product | sodium silicate, solid | EN15804GD, U","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals","The furnace process is one of the two main processes used to produce sodium silicate. The other one is the hydrothermal process.;;In the furnace process, water glass is produced directly by melting pure silicon sand and soda. Temperatures of approx. 1400 °C are required for this process. The sodium silicate produced can then be used directly in a solid form.;;This represents an average technology in Europe.",00.00.000,"ConvertedDataset,Sector: Chemicals",1995-01-01,2023-12-31,Europe,ecoinvent Data Quality System
