UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
8c82b246-bffb-4c99-965d-31d0d87f3ed7,"heat and power co-generation, biogas, gas engine | heat, central or small-scale, other than natural gas | EN15804GD, U","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/382:Waste treatment and disposal/3821:Treatment and disposal of non-hazardous waste","Lambda 1-engine"" with a catalytic converter.;Electrical efficiency: 0.32;Thermal efficiency: 0.55",00.00.000,"biogas power,with true value,Sector: Waste Treatment & Recycling; Heat; Electricity",2007-01-01,2023-12-31,Malaysia,ecoinvent Data Quality System
