UUID,Name,Category,Description,Version,Tags,Valid from,Valid until,Location,Flow schema
c82e82b4-54c7-479c-936c-a7bf84c79c9c,"market for weaned heifers, live weight | weaned heifers, live weight | EN15804GD, U","A:Agriculture, forestry and fishing/01:Crop and animal production, hunting and related service activities/014:Animal production/0141:Raising of cattle and buffaloes","Data and assumptions are intended to reflect current equipment, processes and market conditions.",00.00.000,Sector: Agriculture & Animal Husbandry,2017-01-01,2023-12-31,South Africa,ecoinvent Data Quality System
